Detailed image,Category,Product code,Производитель,Название,Описание,Артикул,Тип кресла,Серия,Модель,Материал сиденья,Цвет обивки,Подлокотники,Тип спинки,Откидывание спинки,Допустимая нагрузка (кг),Рост(см),Функция кресла-качалки,Ролики,Страна производитель,Гарантия,Вес,Weight
"OH:DF73:NY/1.jpg///OH:DF73:NY/2.jpg///OH:DF73:NY/3.jpg///OH:DF73:NY/4.jpg
",Игровые кресла///DXRacer,OH/DF73/NY,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DF73/NY,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DF73/NY,Игровое,D-серия «Drifting».,DF73,PU-кожа,Черный/Желтый,Регулируемые по высоте,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,"23,8 кг","23,8 кг"
"OH:DJ133:N/1.jpg///OH:DJ133:N/2.jpg///OH:DJ133:N/3.jpg///OH:DJ133:N/4.jpg
",Игровые кресла///DXRacer,OH/DJ133/N,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DJ133/N,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DJ133/N,Игровое,D-серия «Drifting».,DJ133,Перфорированная экокожа,Черный,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,"27,3 кг","27,3 кг"
"OH:DJ133:NR/1.jpg///OH:DJ133:NR/2.jpg///OH:DJ133:NR/3.jpg///OH:DJ133:NR/4.jpg
",Игровые кресла///DXRacer,OH/DJ133/NR,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DJ133/NR,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DJ133/NR,Игровое,D-серия «Drifting».,DJ133,Перфорированная экокожа,Черный/Красный,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,"27,3 кг","27,3 кг"
"OH:DM132:N/1.jpg///OH:DM132:N/2.jpg///OH:DM132:N/3.jpg///OH:DM132:N/4.jpg
",Игровые кресла///DXRacer,OH/DM132/N,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DM132/N,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DM132/N,Игровое,D-серия «Drifting».,DM132,Текстиль,Черный,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг
"OH:DM166:N/1.jpg///OH:DM166:N/2.jpg///OH:DM166:N/3.jpg///OH:DM166:N/4.jpg
",Игровые кресла///DXRacer,OH/DM166/N,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DM166/N,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DM166/N,Игровое,D-серия «Drifting».,DM166,"PVC, PU-кожа",Черный,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг
"OH:DM166:NB/1.jpg///OH:DM166:NB/2.jpg///OH:DM166:NB/3.jpg///OH:DM166:NB/4.jpg
",Игровые кресла///DXRacer,OH/DM166/NB,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DM166/NB,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DM166/NB,Игровое,D-серия «Drifting».,DM166,"PVC, PU-кожа",Черный/Синий,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг
"OH:DM166:NE/1.jpg///OH:DM166:NE/2.jpg///OH:DM166:NE/3.jpg///OH:DM166:NE/4.jpg
",Игровые кресла///DXRacer,OH/DM166/NE,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DM166/NE,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DM166/NE,Игровое,D-серия «Drifting».,DM166,"PVC, PU-кожа",Черный/Зелёный,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг
"OH:DM166:NG/1.jpg///OH:DM166:NG/2.jpg///OH:DM166:NG/3.jpg///OH:DM166:NG/4.jpg
",Игровые кресла///DXRacer,OH/DM166/NG,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DM166/NG,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DM166/NG,Игровое,D-серия «Drifting».,DM166,"PVC, PU-кожа",Черный/Серый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг
"OH:DM166:NO/1.jpg///OH:DM166:NO/2.jpg///OH:DM166:NO/3.jpg///OH:DM166:NO/4.jpg
",Игровые кресла///DXRacer,OH/DM166/NO,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DM166/NO,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DM166/NO,Игровое,D-серия «Drifting».,DM166,"PVC, PU-кожа",Черный/Оранжевый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг
"OH:DM166:NR/1.jpg///OH:DM166:NR/2.jpg///OH:DM166:NR/3.jpg///OH:DM166:NR/4.jpg
",Игровые кресла///DXRacer,OH/DM166/NR,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DM166/NR,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DM166/NR,Игровое,D-серия «Drifting».,DM166,"PVC, PU-кожа",Черный/Красный,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг
"OH:DM166:NW/1.jpg///OH:DM166:NW/2.jpg///OH:DM166:NW/3.jpg///OH:DM166:NW/4.jpg
",Игровые кресла///DXRacer,OH/DM166/NW,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DM166/NW,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DM166/NW,Игровое,D-серия «Drifting».,DM166,"PVC, PU-кожа",Черный/Белый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг
"OH:DM166:NY/1.jpg///OH:DM166:NY/2.jpg///OH:DM166:NY/3.jpg///OH:DM166:NY/4.jpg
",Игровые кресла///DXRacer,OH/DM166/NY,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DM166/NY,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DM166/NY,Игровое,D-серия «Drifting».,DM166,"PVC, PU-кожа",Черный/Желтый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг
"OH:DM61:NWB/1.jpg///OH:DM61:NWB/2.jpg///OH:DM61:NWB/3.jpg///OH:DM61:NWB/4.jpg
",Игровые кресла///DXRacer,OH/DM61/NWB,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DM61/NWB,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DM61/NWB,Игровое,D-серия «Drifting».,DM61,"PVC, PU-кожа",Черный/Белый/Синий,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг
"OH:DM61:NWC/1.jpg///OH:DM61:NWC/2.jpg///OH:DM61:NWC/3.jpg///OH:DM61:NWC/4.jpg
",Игровые кресла///DXRacer,OH/DM61/NWC,DXRacer,Игровое компьютерное кресло DXRACER Drifting OH/DM61/NWC,"Drifting – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».

По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.

Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.

Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.",OH/DM61/NWC,Игровое,D-серия «Drifting».,DM61,"PVC, PU-кожа",Черный/Белый/Коричневый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг
